Sector,Region,Year,GVA,Employment,Number of business sites
Sport,Yorkshire and The Humber,2014,0.6108996148464623,,2.892
Sport,Yorkshire and The Humber,2015,0.5913695596101128,,3.025
Sport,Yorkshire and The Humber,2016,0.6173713262642834,,
Telecoms,East,2010,2.099,,
Telecoms,East,2011,2.019079322673162,,
Telecoms,East,2012,2.2559999999999993,,
Telecoms,East,2013,2.63681219955133,,
Telecoms,East,2014,2.9819999999999998,,1.223
Telecoms,East,2015,2.670912060053337,,1.262
Telecoms,East,2016,2.4881822876753414,,
Telecoms,East Midlands,2010,0.686,,
Telecoms,East Midlands,2011,0.6880270302125486,,
Telecoms,East Midlands,2012,0.6549999999999998,,
Telecoms,East Midlands,2013,0.6369546344763736,,
Telecoms,East Midlands,2014,0.7159999999999999,,0.619
Telecoms,East Midlands,2015,0.7109765910512628,,0.641
Telecoms,East Midlands,2016,0.7824849231999467,,
Telecoms,London,2010,5.898,,
Telecoms,London,2011,6.419252190311555,,
Telecoms,London,2012,6.574999999999999,,
Telecoms,London,2013,7.3474766940853895,,
Telecoms,London,2014,7.362999999999999,,2.194
Telecoms,London,2015,6.936771606360913,,2.29
Telecoms,London,2016,6.936569153366875,,
Telecoms,North East,2010,1.008,,
Telecoms,North East,2011,1.1450449848740818,,
Telecoms,North East,2012,1.195,,
Telecoms,North East,2013,1.3299052807748457,,
Telecoms,North East,2014,1.6139999999999999,,0.276
Telecoms,North East,2015,1.8869378724525077,,0.299
Telecoms,North East,2016,1.5789427914570353,,
Telecoms,North West,2010,2.47,,
Telecoms,North West,2011,2.3620927984913367,,
Telecoms,North West,2012,2.4009999999999994,,
Telecoms,North West,2013,2.542818893992807,,
Telecoms,North West,2014,2.4059999999999997,,1.067
Telecoms,North West,2015,2.812907384848385,,1.113
Telecoms,North West,2016,2.796585146436544,,
Telecoms,Northern Ireland,2010,0.32,,
Telecoms,Northern Ireland,2011,0.3280128864966802,,
Telecoms,Northern Ireland,2012,0.38399999999999995,,
Telecoms,Northern Ireland,2013,0.44996795214186514,,
Telecoms,Northern Ireland,2014,0.37899999999999995,,0.175
Telecoms,Northern Ireland,2015,0.327989200935041,,0.168
Telecoms,Northern Ireland,2016,0.3553120314530371,,
Telecoms,Scotland,2010,1.596,,
Telecoms,Scotland,2011,1.5760619180450242,,
Telecoms,Scotland,2012,1.4059999999999997,,
Telecoms,Scotland,2013,1.532890823629954,,
Telecoms,Scotland,2014,1.48,,0.663
Telecoms,Scotland,2015,1.527949692160801,,0.683
Telecoms,Scotland,2016,1.6338365041815215,,
Telecoms,South East,2010,5.661,,
Telecoms,South East,2011,5.855230031823361,,
Telecoms,South East,2012,6.0249999999999995,,
Telecoms,South East,2013,6.516535875796746,,
Telecoms,South East,2014,7.306,,1.975
Telecoms,South East,2015,7.646748230336154,,2.059
Telecoms,South East,2016,7.591301436044382,,
Telecoms,South West,2010,1.4200000000000002,,
Telecoms,South West,2011,1.592062546654618,,
Telecoms,South West,2012,1.6930000000000003,,
Telecoms,South West,2013,1.5578890431933907,,
Telecoms,South West,2014,1.8139999999999998,,0.952
Telecoms,South West,2015,1.8709383992361643,,0.985
Telecoms,South West,2016,1.6198635591243795,,
Telecoms,Wales,2010,0.554,,
Telecoms,Wales,2011,0.5150202333713118,,
Telecoms,Wales,2012,0.4899999999999999,,
Telecoms,Wales,2013,0.662952782822348,,
Telecoms,Wales,2014,0.699,,0.36
Telecoms,Wales,2015,0.7579750436242716,,0.354
Telecoms,Wales,2016,0.751544830573418,,
Telecoms,West Midlands,2010,1.589,,
Telecoms,West Midlands,2011,1.4450567713039717,,
Telecoms,West Midlands,2012,1.474,,
Telecoms,West Midlands,2013,1.4738950254602425,,
Telecoms,West Midlands,2014,1.7219999999999998,,0.874
Telecoms,West Midlands,2015,1.6799446877160638,,0.909
Telecoms,West Midlands,2016,1.7416277946223304,,
Telecoms,Yorkshire and The Humber,2010,1.4439999999999997,,
Telecoms,Yorkshire and The Humber,2011,1.5090592857423486,,
Telecoms,Yorkshire and The Humber,2012,1.4589999999999999,,
Telecoms,Yorkshire and The Humber,2013,1.3929007940747071,,
Telecoms,Yorkshire and The Humber,2014,1.5309999999999997,,0.642
Telecoms,Yorkshire and The Humber,2015,1.5419492312251013,,0.667
Telecoms,Yorkshire and The Humber,2016,1.6787495418651917,,
Tourism,East,2014,,,28.65
Tourism,East,2015,,,29.412
Tourism,East Midlands,2014,,,19.194
Tourism,East Midlands,2015,,,19.69
Tourism,London,2014,,,62.737
Tourism,London,2015,,,64.928
Tourism,North East,2014,,,9.921
Tourism,North East,2015,,,10.242
Tourism,North West,2014,,,31.277
Tourism,North West,2015,,,32.214
Tourism,Northern Ireland,2014,,,7.383
Tourism,Northern Ireland,2015,,,7.522
Tourism,Scotland,2014,,,25.768
Tourism,Scotland,2015,,,26.193
Tourism,South East,2014,,,45.568
Tourism,South East,2015,,,46.551
Tourism,South West,2014,,,30.072
Tourism,South West,2015,,,30.628
Tourism,Wales,2014,,,14.21
Tourism,Wales,2015,,,14.507
Tourism,West Midlands,2014,,,22.799
Tourism,West Midlands,2015,,,23.417
Tourism,Yorkshire and The Humber,2014,,,23.115
Tourism,Yorkshire and The Humber,2015,,,23.809
UK,East,2010,118.844,,
UK,East,2011,120.205,,
UK,East,2012,123.745,,
UK,East,2013,130.04,,
UK,East,2014,136.762,,
UK,East,2015,141.893,,
UK,East,2016,147.11112665772896,,
UK,East Midlands,2010,81.91,,
UK,East Midlands,2011,84.156,,
UK,East Midlands,2012,86.924,,
UK,East Midlands,2013,90.734,,
UK,East Midlands,2014,94.431,,
UK,East Midlands,2015,97.063,,
UK,East Midlands,2016,99.90305012682767,,
UK,London,2010,308.208,,
UK,London,2011,320.147,,
UK,London,2012,336.188,,
UK,London,2013,352.261,,
UK,London,2014,379.402,,
UK,London,2015,388.703,,
UK,London,2016,407.7282565443708,,
UK,North East,2010,44.008,,
UK,North East,2011,45.186,,
UK,North East,2012,46.266,,
UK,North East,2013,46.809,,
UK,North East,2014,48.811,,
UK,North East,2015,50.087,,
UK,North East,2016,50.58186442971607,,
UK,North West,2010,139.447,,
UK,North West,2011,140.133,,
UK,North West,2012,144.592,,
UK,North West,2013,149.815,,
UK,North West,2014,154.709,,
UK,North West,2015,160.882,,
UK,North West,2016,166.23591249834777,,
UK,Northern Ireland,2010,31.283999999999995,,
UK,Northern Ireland,2011,31.933,,
UK,Northern Ireland,2012,33.022,,
UK,Northern Ireland,2013,33.843,,
UK,Northern Ireland,2014,34.819,,
UK,Northern Ireland,2015,36.021,,
UK,Northern Ireland,2016,37.16856212667661,,
UK,Scotland,2010,110.321,,
UK,Scotland,2011,113.245,,
UK,Scotland,2012,116.54099999999998,,
UK,Scotland,2013,122.256,,
UK,Scotland,2014,128.595,,
UK,Scotland,2015,130.117,,
UK,Scotland,2016,133.79165159211212,,
UK,South East,2010,209.97400000000002,,
UK,South East,2011,215.135,,
UK,South East,2012,223.71900000000002,,
UK,South East,2013,232.231,,
UK,South East,2014,242.064,,
UK,South East,2015,251.77000000000004,,
UK,South East,2016,258.42616407661274,,
UK,South West,2010,106.19499999999998,,
UK,South West,2011,107.016,,
UK,South West,2012,111.12000000000002,,
UK,South West,2013,113.755,,
UK,South West,2014,120.21799999999999,,
UK,South West,2015,122.326,,
UK,South West,2016,127.13790303190518,,
UK,Wales,2010,48.182,,
UK,Wales,2011,50.801,,
UK,Wales,2012,52.127,,
UK,Wales,2013,54.125,,
UK,Wales,2014,55.154,,
UK,Wales,2015,57.31600000000001,,
UK,Wales,2016,59.47548874286397,,
UK,West Midlands,2010,100.26,,
UK,West Midlands,2011,103.943,,
UK,West Midlands,2012,107.28999999999999,,
UK,West Midlands,2013,111.885,,
UK,West Midlands,2014,117.85499999999999,,
UK,West Midlands,2015,121.849,,
UK,West Midlands,2016,126.35634210741642,,
UK,Yorkshire and The Humber,2010,96.08799999999998,,
UK,Yorkshire and The Humber,2011,98.26100000000001,,
UK,Yorkshire and The Humber,2012,100.10000000000001,,
UK,Yorkshire and The Humber,2013,102.933,,
UK,Yorkshire and The Humber,2014,105.582,,
UK,Yorkshire and The Humber,2015,109.89000000000001,,
UK,Yorkshire and The Humber,2016,111.98779867444627,,
